category_id;code;name;unit;factory_id;specification;default_warehouse_ids;manages_lot;manages_expiry;min_stock;max_stock;opening_stock;image_url;equipment_name;is_active;created_at;updated_at
Thiết bị phụ tùng thay thế;Đá cắt 150;Đá cắt 150;viên;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;24;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Đá cắt 180;Đá cắt 180;viên;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;226;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Đá cắt 300;Đá cắt 300;viên;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;15;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Que hàn sắt 4,0mm;Que hàn sắt 4,0mm;kg;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;10;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Que hàn sắt 3,2mm;Que hàn sắt 3,2mm;kg;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Que hàn thép;Que hàn thép;kg;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;30;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Que hàn inox;Que hàn inox;kg;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;6;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Kìm hàn;Kìm hàn;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bộ cờ lê (Bộ chìa khóa 8-32);Bộ cờ lê (Bộ chìa khóa 8-32);bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Xích đơn 60;Xích đơn 60;mét;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;12;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Xích đơn 80;Xích đơn 80;mét;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;12;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Xích đơn 100;Xích đơn 100;mét;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;9;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Xích đơn 120;Xích đơn 120;mét;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;3;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Xích 120 đôi;Xích 120 đôi;mét;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Xích đơn 160;Xích đơn 160;mét;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;18;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Khóa mắc xích đơn 60;Khóa mắc xích đơn 60;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Khóa mắc xích đơn 80;Khóa mắc xích đơn 80;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Khóa mắc xích đơn 100;Khóa mắc xích đơn 100;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Khóa mắc xích đôi 120;Khóa mắc xích đôi 120;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Khóa mắc xích đôi 160;Khóa mắc xích đôi 160;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Băng tải cao su dài 8m95;Băng tải cao su dài 8m95;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;11;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Băng tải cao su tiếp liệu dài 14m6;Băng tải cao su tiếp liệu dài 14m6;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;3;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 6004 theo con lăn (UCP 203);Bạc đạn 6004 theo con lăn (UCP 203);cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 6301Z;Bạc đạn 6301Z;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;70;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 6306 theo con lăn thùng sấy;Bạc đạn 6306 theo con lăn thùng sấy;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;95;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 6314;Bạc đạn 6314;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 480311;Bạc đạn 480311;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;9;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 6217;Bạc đạn 6217;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 22211;Bạc đạn 22211;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;8;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 22213 EK-NTN;Bạc đạn 22213 EK-NTN;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;12;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 22219 EK-NTN;Bạc đạn 22219 EK-NTN;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;15;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 22220EK-NTN;Bạc đạn 22220EK-NTN;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;15;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 22226 EK-NTN;Bạc đạn 22226 EK-NTN;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;6;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 22228 EK-NTN;Bạc đạn 22228 EK-NTN;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;6;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn hộp số mc 6412;Bạc đạn hộp số mc 6412;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;11;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn hộp số mc 30318;Bạc đạn hộp số mc 30318;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;5;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn hộp số mc 32226;Bạc đạn hộp số mc 32226;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;10;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Măng xông H311;Măng xông H311;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;13;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Ô bi máy ép kiện;Ô bi máy ép kiện;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;3;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn UCP 207;Bạc đạn UCP 207;cái;0268ab41-a564-4538-acf1-6297ac372f57;UCP;KA;;;20;2;8;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn UCP 208;Bạc đạn UCP 208;cái;0268ab41-a564-4538-acf1-6297ac372f57;UCP;KA;;;20;2;6;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn UCP 209;Bạc đạn UCP 209;cái;0268ab41-a564-4538-acf1-6297ac372f57;UCP;KA;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn UCT 205;Bạc đạn UCT 205;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA, KNB;;;20;2;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn UCF 212;Bạc đạn UCF 212;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA, KNB;;;20;2;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn UCF 214;Bạc đạn UCF 214;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA, KNB;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phốt 511-609;Phốt 511-609;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;8;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phốt 513-611;Phốt 513-611;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phốt 519;Phốt 519;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phốt 520-617;Phốt 520-617;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Cân điện tử;Cân điện tử;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Cân điện tử 150kg Toledo;Cân điện tử 150kg Toledo;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bộ quả cân chuẩn M1;Bộ quả cân chuẩn M1;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bóng đèn LED;Bóng đèn LED;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;3;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Tủ bù 3 pha 40 KVA;Tủ bù 3 pha 40 KVA;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Nam châm hút kim loại;Nam châm hút kim loại;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Ống máy xi;Ống máy xi;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Mortor 4 kw;Mortor 4 kw;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Mortor 5.5 kw;Mortor 5.5 kw;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Mortor 18.5 kw;Mortor 18.5 kw;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Hộp số băng tải cao su;Hộp số băng tải cao su;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Đầu bơm máy xi 3-5KW;Đầu bơm máy xi 3-5KW;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Hộp số quậy mủ VSS 135;Hộp số quậy mủ VSS 135;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa B45;Dây cuaroa B45;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA, KNB;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa B46;Dây cuaroa B46;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA, KNB;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa B59;Dây cuaroa B59;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA, KNB;;;20;2;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa B68;Dây cuaroa B68;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa B75;Dây cuaroa B75;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa B78;Dây cuaroa B78;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa C82;Dây cuaroa C82;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;9;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa C83;Dây cuaroa C83;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;5;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa C86;Dây cuaroa C86;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;16;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa C89;Dây cuaroa C89;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa C90;Dây cuaroa C90;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;9;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa C91;Dây cuaroa C91;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;7;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa C95;Dây cuaroa C95;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;18;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa C119;Dây cuaroa C119;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaroa C133;Dây cuaroa C133;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;6;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Sơn nước xanh nhạt;Sơn nước xanh nhạt;thùng;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Máy bơm nước 6,5hp- HINOTA;Máy bơm nước 6,5hp- HINOTA;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Dây curoa MF 6410;Dây curoa MF 6410;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;10;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Dây curoa MF 6430;Dây curoa MF 6430;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;9;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Dây curoa MF 6400;Dây curoa MF 6400;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;56;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Dây curoa MF 6440;Dây curoa MF 6440;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;8;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Dây curoa MF 6570;Dây curoa MF 6570;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;8;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc dầu;Lọc dầu;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;10;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc nhớt;Lọc nhớt;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc gió;Lọc gió;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Cupben thắng trước;Cupben thắng trước;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Cupben thắng sau;Cupben thắng sau;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Heo amada thắng sau;Heo amada thắng sau;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;19;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Bạc đạn láp cầu sau ( xe isuzu);Bạc đạn láp cầu sau ( xe isuzu);cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Bạc đạn láp cầu sau (xe cozon);Bạc đạn láp cầu sau (xe cozon);cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Rotil (xe isuzu);Rotil (xe isuzu);bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Rotil (xe cozon);Rotil (xe cozon);bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Bình ắc quy;Bình ắc quy;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;6;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Vỏ + ruột xe 825-16;Vỏ + ruột xe 825-16;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;22;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Đắt cắt (d10 cm);Đắt cắt (d10 cm);viên;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Đá mài (d10 cm);Đá mài (d10 cm);viên;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Que hàn 2.6 mm;Que hàn 2.6 mm;kg;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Que hàn 3.2 mm;Que hàn 3.2 mm;kg;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;5;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Dầu thắng;Dầu thắng;lít;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;42;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Nhớt động cơ;Nhớt động cơ;lít;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;140;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Nhớt 90 (đội xe);Nhớt 90 (đội xe);lít;0268ab41-a564-4538-acf1-6297ac372f57;;KT;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Nhớt thủy lực;Nhớt thủy lực;lít;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Bố amada;Bố amada;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;27;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Đề ISUZU;Đề ISUZU;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Khóa đề ISUZU;Khóa đề ISUZU;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Bugi xông động cơ;Bugi xông động cơ;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;8;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Bạc đạn treo láp cầu;Bạc đạn treo láp cầu;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Bố thắng;Bố thắng;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;19;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Két nước;Két nước;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Đà dọc lót thùng (gỗ);Đà dọc lót thùng (gỗ);cây;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;2;6;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Nhiên liệu chế biến;DOSXN;Dầu lò sấy mủ nước;;0268ab41-a564-4538-acf1-6297ac372f57;;KDDX;;;;;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cuaro B55;Dây cuaro B55;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;20;1;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
